customer_id,total_transactions,total_spent,avg_transaction_amount,customer_name,city,customer_type,FAILED,PENDING,SUCCESS,success_rate
C0294,28,688981.53,24606.483214285716,Qadim Banerjee,Kishanganj,Premium,3,2,23,0.821
C0295,17,334387.05,19669.826470588236,Oliver Kala,Bharatpur,Premium,2,0,15,0.882
C0296,20,551230.12,27561.506,Charan Sastry,Saharanpur,Regular,4,0,16,0.8
C0297,10,241292.24,24129.224,Anay Shah,Khandwa,Regular,1,0,9,0.9
C0298,14,350588.22,25042.015714285713,Nirja Dutta,Kalyan-Dombivli,Regular,1,3,10,0.714
C0299,16,481389.03,30086.814375,Maanav Mangat,Shivpuri,Regular,0,1,15,0.938
C0300,25,669853.79,26794.1516,Fariq Devi,Shimla,Premium,3,3,19,0.76
C0301,24,627954.81,26164.783750000002,Aadi Behl,Secunderabad,Premium,2,0,22,0.917
C0302,25,717522.71,28700.9084,Qarin Datta,Salem,Regular,4,1,20,0.8
C0303,28,652883.5,23317.26785714286,Jonathan Singh,Kanpur,Regular,4,0,24,0.857
C0304,21,470216.41000000003,22391.25761904762,Vedika Brahmbhatt,Loni,Premium,1,1,19,0.905
C0305,17,386396.54000000004,22729.20823529412,Wriddhish Shankar,Unknown,Premium,0,3,14,0.824
C0306,24,544429.86,22684.5775,Laksh Mammen,Tirupati,Regular,4,2,18,0.75
C0307,11,310262.06,28205.64181818182,Rayaan Sachar,Anantapur,Premium,0,0,11,1.0
C0308,27,716330.55,26530.761111111115,Watika Shenoy,Giridih,Premium,1,1,25,0.926
C0309,22,561064.42,25502.928181818184,Chaman Batta,Vasai-Virar,Regular,2,0,20,0.909
C0310,24,678002.32,28250.096666666665,Upasna Atwal,Ahmedabad,Regular,3,2,19,0.792
C0311,16,351284.04,21955.2525,Karan Mohan,Orai,Premium,5,2,9,0.562
C0312,20,483470.7,24173.535,Ethan Varughese,Karnal,Regular,2,0,18,0.9
C0313,17,415024.27,24413.192352941176,Simon Parekh,Akola,Premium,3,0,14,0.824
C0314,18,445827.79,24768.210555555554,Bachittar Palla,Shivpuri,Premium,2,0,16,0.889
C0315,12,213888.45,17824.037500000002,Aishani Varkey,Rohtak,Regular,3,0,9,0.75
C0316,25,696556.85,27862.273999999998,Chavvi Saxena,Nashik,Regular,2,0,23,0.92
C0317,24,689571.68,28732.153333333335,Megha Sane,Mysore,Regular,1,1,22,0.917
C0318,23,532528.26,23153.40260869565,Manan Kalla,Bhind,Regular,2,0,21,0.913
C0319,26,635569.93,24444.99730769231,Ayaan Randhawa,Amaravati,Premium,4,2,20,0.769
C0320,18,410302.02,22794.556666666667,Rachana Yohannan,Bhubaneswar,Premium,1,0,17,0.944
C0321,25,648073.06,25922.922400000003,Madhavi Borah,Serampore,Regular,3,2,20,0.8
C0322,19,488487.77999999997,25709.883157894736,Jackson Iyengar,Gorakhpur,Premium,1,1,17,0.895
C0323,16,277257.33,17328.583125,Wazir Apte,Malegaon,Regular,2,3,11,0.688
C0324,18,544261.6,30236.755555555555,Ekanta Venkataraman,Raebareli,Premium,0,2,16,0.889
C0325,24,530250.75,22093.78125,Ronith Arya,Ujjain,Regular,5,0,19,0.792
C0326,21,561370.92,26731.948571428573,Charan Das,North Dumdum,Premium,0,1,20,0.952
C0327,19,472979.75,24893.67105263158,Balendra Mohanty,Deoghar,Regular,6,1,12,0.632
C0328,23,697052.81,30306.64391304348,Yashasvi Parekh,Raurkela Industrial Township,Premium,2,1,20,0.87
C0329,19,453160.85,23850.571052631578,Ekalinga Goyal,Vijayawada,Regular,2,0,17,0.895
C0330,23,529189.75,23008.25,Ikshita Madan,Buxar,Regular,3,1,19,0.826
C0331,16,379086.83999999997,23692.927499999998,Balveer Nagy,Guna,Regular,3,1,12,0.75
C0332,18,413215.57,22956.420555555556,Pratyush Ravi,Panvel,Regular,0,0,18,1.0
C0333,19,500082.70999999996,26320.142631578947,Irya Cherian,Bihar Sharif,Regular,1,2,16,0.842
C0334,21,594284.4,28299.257142857143,Ronith Basak,Mirzapur,Regular,3,2,16,0.762
C0335,13,268649.73,20665.363846153843,Pallavi Parsa,Sikar,Regular,2,0,11,0.846
C0336,25,575885.86,23035.4344,Sarthak Srinivasan,Karimnagar,Premium,2,2,21,0.84
C0337,31,807048.0,26033.8064516129,Anya Ahuja,Imphal,Regular,6,2,23,0.742
C0338,14,448839.55,32059.967857142856,Anvi Bhatia,Mahbubnagar,Regular,1,0,13,0.929
C0339,15,434124.85,28941.656666666666,Jasmit Shroff,Kota,Premium,0,0,15,1.0
C0340,29,730192.14,25179.03931034483,Vasatika Bumb,Secunderabad,Premium,5,0,24,0.828
C0341,19,473227.99,24906.736315789472,Bakhshi Gade,Unknown,Regular,2,1,16,0.842
C0342,20,524028.3,26201.415,Mitali Munshi,Mira-Bhayandar,Regular,4,1,15,0.75
C0343,18,306495.86,17027.547777777778,Sathvik Bajwa,Chandigarh,Premium,3,0,15,0.833
C0344,14,435673.48,31119.534285714286,Yadavi Bava,Bettiah,Regular,1,2,11,0.786
C0345,18,369113.89,20506.327222222222,Hemang Dugal,Jhansi,Premium,3,1,14,0.778
C0346,19,508358.9,26755.73157894737,Ishanvi Swamy,Thane,Premium,0,0,19,1.0
C0347,18,420137.9,23340.994444444445,Siddharth Prabhu,Bhimavaram,Premium,1,1,16,0.889
C0348,16,448394.7,28024.66875,Oni Dada,Siwan,Regular,0,2,14,0.875
C0349,20,277024.5,13851.225,Mason Roy,Noida,Regular,1,1,18,0.9
C0350,20,519326.97,25966.3485,Vedhika Naidu,Raebareli,Regular,1,0,19,0.95
C0351,9,194349.08000000002,21594.342222222225,Gautami Chakrabarti,Panvel,Regular,0,0,9,1.0
C0352,16,337801.31,21112.581875,Michael Ranganathan,Bongaigaon,Regular,1,1,14,0.875
C0353,26,604309.8099999999,23242.684999999998,Yasti Iyengar,Parbhani,Regular,6,0,20,0.769
C0354,25,688820.4299999999,27552.817199999998,Vedika Kumer,Korba,Regular,4,2,19,0.76
C0355,23,493175.86,21442.428695652172,Tamanna Thakkar,Hapur,Premium,2,2,19,0.826
C0356,23,594264.25,25837.57608695652,Indira Sha,Ballia,Premium,2,2,19,0.826
C0357,18,555012.18,30834.010000000002,Anirudh Chowdhury,Vasai-Virar,Regular,1,1,16,0.889
C0358,22,502109.25,22823.147727272728,Ekapad Bir,Rajpur Sonarpur,Regular,5,0,17,0.773
C0359,21,517619.61,24648.552857142855,Dalaja Peri,Srikakulam,Premium,2,0,19,0.905
C0360,25,657583.5700000001,26303.342800000002,Lekha Kothari,Kolhapur,Regular,1,1,23,0.92
C0361,24,587141.19,24464.216249999998,Ayushman Sagar,Bharatpur,Premium,4,1,19,0.792
C0362,22,514484.83999999997,23385.674545454545,Ubika Khatri,Bhalswa Jahangir Pur,Premium,1,3,18,0.818
C0363,24,543368.34,22640.3475,Tejas Nath,Nangloi Jat,Premium,2,2,20,0.833
C0364,22,507075.32,23048.87818181818,Gaurika Tailor,Orai,Premium,2,0,20,0.909
C0365,20,402084.51,20104.2255,Keya Lala,Bongaigaon,Premium,4,0,16,0.8
C0366,24,668533.96,27855.581666666665,Zinal Wable,Ichalkaranji,Premium,2,1,21,0.875
C0367,21,523695.84,24937.897142857146,Yamini Saha,Haldia,Premium,4,1,16,0.762
C0368,22,472634.06,21483.366363636364,Brijesh Sankar,Dhule,Regular,2,2,18,0.818
C0369,23,518419.58,22539.981739130435,Anirudh Bail,Panipat,Premium,5,1,17,0.739
C0370,14,329937.8,23566.985714285714,Ishwar Ghose,Kurnool,Premium,1,0,13,0.929
C0371,20,459685.43,22984.2715,Leela Shan,Bangalore,Regular,4,0,16,0.8
C0372,21,483337.57,23016.07476190476,Warhi Varty,Alwar,Premium,0,0,21,1.0
C0373,24,671423.4,27975.975000000002,Rajeshri Dhillon,Tiruchirappalli,Premium,2,2,20,0.833
C0374,23,620474.4,26977.14782608696,Praneel Halder,Chapra,Regular,3,1,19,0.826
C0375,22,603270.37,27421.380454545455,Anthony Date,Tadipatri,Regular,2,0,20,0.909
C0376,15,402065.93,26804.395333333334,Reva Sur,Ujjain,Regular,3,1,11,0.733
C0377,19,396307.75,20858.302631578947,Rachita Mandal,Ulhasnagar,Premium,2,0,17,0.895
C0378,21,481149.06,22911.86,Frederick Goel,Saharanpur,Premium,4,0,17,0.81
C0379,24,607808.77,25325.365416666667,Hamsini Keer,Deoghar,Premium,3,0,21,0.875
C0380,18,432315.64,24017.535555555558,Xiti Mahajan,Raipur,Premium,2,0,16,0.889
C0381,26,529745.12,20374.812307692308,Omya Raghavan,Shivpuri,Premium,2,2,22,0.846
C0382,24,534116.45,22254.85208333333,Manya Ravel,Loni,Premium,3,2,19,0.792
C0383,19,503941.64,26523.244210526318,Adweta Char,Kottayam,Regular,2,2,15,0.789
C0384,25,613568.63,24542.7452,Peter Kakar,Erode,Premium,4,4,17,0.68
C0385,16,422593.36,26412.085,Jackson Arora,Bilaspur,Regular,0,0,16,1.0
C0386,12,254420.88,21201.74,Henry Lad,Allahabad,Regular,1,0,11,0.917
C0387,17,390927.88,22995.757647058825,Jatin Barman,Alappuzha,Regular,1,0,16,0.941
C0388,20,546384.6,27319.23,Rudra Prabhakar,Guntur,Regular,2,3,15,0.75
C0389,13,359027.06,27617.466153846155,Banjeet Gera,Jamshedpur,Premium,0,0,13,1.0
C0390,22,624245.29,28374.78590909091,Robert Dugar,Noida,Regular,4,1,17,0.773
C0391,22,548618.72,24937.214545454543,Lajita Saha,Sirsa,Regular,1,1,20,0.909
C0392,14,227565.87,16254.705,Ubika Padmanabhan,Visakhapatnam,Premium,0,0,14,1.0
C0393,21,616623.28,29363.013333333336,Sachi Basu,Rohtak,Premium,0,2,19,0.905
C0394,20,650391.98,32519.599,Yashica Mahajan,Madhyamgram,Premium,7,0,13,0.65
C0395,21,497706.76,23700.321904761906,Vincent Raghavan,Avadi,Regular,2,0,19,0.905
C0396,20,538394.42,26919.721,Henry Panchal,Hosur,Regular,3,1,16,0.8
C0397,16,360626.96,22539.185,Om Narasimhan,Malda,Premium,2,0,14,0.875
C0399,28,785997.94,28071.355,Avni Behl,Kamarhati,Premium,2,1,25,0.893
C0400,19,461386.66,24283.50842105263,Kala Shah,Kakinada,Premium,0,2,17,0.895
C0401,16,428261.37,26766.335625,Jeet Chanda,Jodhpur,Regular,2,1,13,0.812
C0402,20,541121.14,27056.057,Oviya Mani,Thrissur,Regular,3,1,16,0.8
C0403,23,449200.68,19530.464347826088,Riya Kuruvilla,Hazaribagh,Regular,1,1,21,0.913
C0404,13,304878.62,23452.201538461537,Kai Zachariah,Bijapur,Regular,1,1,11,0.846
C0405,14,258972.2,18498.014285714286,Shivansh Purohit,Hapur,Regular,2,0,12,0.857
C0406,20,574051.99,28702.5995,Tanveer Salvi,Jammu,Premium,5,0,15,0.75
C0407,15,315865.28,21057.685333333335,Chanchal Merchant,Unnao,Regular,2,1,12,0.8
C0408,29,719525.15,24811.212068965517,Hema Sunder,Bhubaneswar,Regular,4,4,21,0.724
C0409,14,239319.58,17094.255714285715,Devansh Wadhwa,Dharmavaram,Regular,2,0,12,0.857
C0410,19,445094.1,23426.005263157895,Jai Taneja,Bihar Sharif,Regular,0,3,16,0.842
C0411,22,546292.64,24831.48363636364,Bhavika Khalsa,Phusro,Premium,2,0,20,0.909
C0412,16,328426.4,20526.65,Xiti Muni,Coimbatore,Regular,1,0,15,0.938
C0413,18,493488.2,27416.01111111111,Daksh Kant,Shimla,Premium,1,2,15,0.833
C0414,17,385509.53,22677.03117647059,Urvi Kota,Bharatpur,Regular,3,3,11,0.647
C0415,19,426282.57,22435.924736842106,Chaman Hora,Satna,Regular,3,1,15,0.789
C0417,16,571018.34,35688.64625,Isaiah Kalla,Raebareli,Regular,3,0,13,0.812
C0418,18,507207.12,28178.173333333332,Aahana Sha,Ratlam,Regular,0,0,18,1.0
C0419,15,390136.94,26009.129333333334,Bimala Karnik,Madurai,Regular,2,1,12,0.8
C0420,23,682696.24,29682.445217391305,Gaurav Kothari,Hyderabad,Premium,3,0,20,0.87
C0421,18,414091.28,23005.071111111112,Balendra Kala,Bhilai,Premium,0,0,18,1.0
C0422,20,635101.77,31755.0885,Samuel Sangha,Patiala,Premium,2,0,18,0.9
C0423,13,308964.75,23766.51923076923,Balhaar Virk,Khammam,Premium,1,1,11,0.846
C0424,20,582784.48,29139.224,Urvi Bhandari,Machilipatnam,Regular,3,0,17,0.85
C0425,25,625809.4400000001,25032.377600000003,Daksha Kaur,Thrissur,Premium,0,0,25,1.0
C0426,22,552195.36,25099.78909090909,Vidhi Loyal,Kochi,Regular,2,0,20,0.909
C0427,19,400679.55,21088.39736842105,Wyatt Naik,Phagwara,Premium,3,2,14,0.737
C0428,22,635303.75,28877.44318181818,Megha Chaudhary,Panvel,Regular,5,2,15,0.682
C0429,26,673273.88,25895.14923076923,Daksha Natarajan,Shimla,Premium,2,3,21,0.808
C0430,17,412867.26,24286.309411764705,Oni Mittal,Chittoor,Premium,3,0,14,0.824
C0431,25,582108.57,23284.3428,Ucchal Agarwal,Sagar,Premium,3,1,21,0.84
C0432,25,592626.91,23705.0764,Theodore Bandi,Haridwar,Premium,4,1,20,0.8
C0433,15,330543.0,22036.2,Netra Pall,Shimoga,Regular,0,2,13,0.867
C0434,24,690985.54,28791.064166666667,Ishanvi Wadhwa,Indore,Premium,2,1,21,0.875
C0435,21,532322.48,25348.689523809524,Samarth Borde,Visakhapatnam,Regular,2,1,18,0.857
C0436,26,619097.54,23811.44384615385,Quincy Yogi,Guntur,Regular,4,0,22,0.846
C0437,20,450717.42,22535.871,Brijesh Peri,Patiala,Regular,0,0,20,1.0
C0438,19,422589.48,22241.55157894737,Hemal Tiwari,Gopalpur,Premium,0,0,19,1.0
C0439,26,643504.6900000001,24750.180384615385,Isaac Khatri,Avadi,Premium,1,1,24,0.923
C0440,17,432259.69,25427.040588235293,Jeevika Vasa,Kurnool,Regular,1,0,16,0.941
C0441,16,354094.31,22130.894375,Yahvi Srinivasan,Hazaribagh,Regular,0,2,14,0.875
C0442,13,265071.14,20390.087692307694,Robert Kari,Sasaram,Regular,2,1,10,0.769
C0443,23,649155.72,28224.161739130435,Mitali Chaudhary,Jabalpur,Premium,1,1,21,0.913
C0444,20,557092.42,27854.621000000003,Praneel Panchal,Thanjavur,Premium,3,2,15,0.75
C0445,20,514162.82,25708.141,Balendra Venkataraman,Arrah,Regular,3,0,17,0.85
C0446,19,523414.45,27548.128947368423,Vyanjana Bora,Sasaram,Regular,1,1,17,0.895
C0447,14,265831.46,18987.96142857143,Vrinda Basu,Guna,Regular,3,1,10,0.714
C0448,25,681284.76,27251.3904,Wriddhish Naik,Bangalore,Regular,2,0,23,0.92
C0449,30,794836.91,26494.56366666667,Aarush Yogi,Madhyamgram,Premium,3,3,24,0.8
C0450,18,458291.76,25460.653333333335,Divya Kota,Gandhinagar,Regular,2,2,14,0.778
C0451,21,516568.63,24598.50619047619,Wazir Bath,Morena,Premium,3,2,16,0.762
C0452,24,671814.89,27992.287083333333,Urishilla Bawa,Pallavaram,Regular,3,1,20,0.833
C0453,15,274526.08999999997,18301.73933333333,Finn Goel,Firozabad,Regular,1,1,13,0.867
C0454,25,615923.45,24636.938,Xiti Dhingra,Shimoga,Premium,4,3,18,0.72
C0455,16,388726.41000000003,24295.400625000002,Fariq Sengupta,Bhind,Regular,2,0,14,0.875
C0456,20,513190.95999999996,25659.548,Gabriel Bala,Kharagpur,Regular,0,1,19,0.95
C0457,15,275886.6,18392.44,Hredhaan Narayanan,Shivpuri,Premium,0,0,15,1.0
C0458,14,377893.63,26992.402142857143,Sanya Khatri,Dehri,Premium,2,1,11,0.786
C0459,23,561065.19,24394.13869565217,Radha Shere,Jamnagar,Regular,5,1,17,0.739
C0460,23,643700.77,27986.99,Rachana Kalita,Hubli–Dharwad,Regular,1,2,20,0.87
C0461,16,337793.43,21112.089375,Gaurangi Jayaraman,Vellore,Premium,2,0,14,0.875
C0462,14,407821.64,29130.117142857143,Ojasvi Kamdar,Kulti,Regular,1,0,13,0.929
C0463,18,523591.89,29088.438333333335,Zinal Saha,Mirzapur,Regular,1,0,17,0.944
C0464,17,312025.08,18354.416470588236,Diya Bhatia,Guntur,Premium,2,3,12,0.706
C0465,12,305344.64,25445.38666666667,Manbir Lata,Morbi,Premium,1,0,11,0.917
C0466,23,585672.83,25464.03608695652,Shravya Dhawan,Panchkula,Regular,2,2,19,0.826
C0467,15,444756.96,29650.464,Diya Dhar,Madhyamgram,Premium,1,0,14,0.933
C0468,16,378548.13,23659.258125,Udyati Salvi,Pali,Regular,2,3,11,0.688
C0469,17,449808.0,26459.29411764706,Elijah Mall,Gwalior,Premium,1,1,15,0.882
C0470,15,404076.99,26938.466,Udant Bir,Sambhal,Regular,2,0,13,0.867
C0471,24,648870.38,27036.265833333335,Nidhi Mutti,Serampore,Regular,4,2,18,0.75
C0472,20,582718.64,29135.932,Chandresh Prasad,Ulhasnagar,Premium,2,0,18,0.9
C0473,16,393426.76,24589.1725,Bachittar Kapur,Jaunpur,Premium,2,1,13,0.812
C0474,16,289615.08,18100.9425,Edhitha Taneja,Davanagere,Regular,2,1,13,0.812
C0475,17,401773.91,23633.759411764706,Sai Anne,Nadiad,Regular,0,1,16,0.941
C0476,30,694140.38,23138.012666666666,Chakrika Dey,Panipat,Premium,3,0,27,0.9
C0477,20,411339.78,20566.989,Saksham Manda,Ongole,Premium,2,1,17,0.85
C0478,23,516574.04,22459.740869565216,Qarin Swamy,Kishanganj,Premium,0,1,22,0.957
C0479,11,360642.58999999997,32785.689999999995,Devansh Sibal,Purnia,Premium,1,2,8,0.727
C0480,22,603243.38,27420.153636363637,Kala Dugar,Unknown,Premium,3,1,18,0.818
C0481,21,485420.19,23115.247142857144,Ati Subramaniam,Gudivada,Premium,0,2,19,0.905
C0482,19,431033.55,22685.976315789474,Azad Prakash,Kumbakonam,Regular,1,1,17,0.895
C0483,18,403192.05,22399.558333333334,Yahvi Srivastava,Medininagar,Regular,4,1,13,0.722
C0484,20,489570.27999999997,24478.514,Aahana Nair,Madanapalle,Regular,1,0,19,0.95
C0485,17,416465.49,24497.97,Vrinda Thaker,Naihati,Premium,1,1,15,0.882
C0486,26,695791.75,26761.221153846152,Tripti Thaker,Kurnool,Regular,0,0,26,1.0
C0487,12,312986.96,26082.24666666667,Omkaar Karnik,Srinagar,Premium,1,0,11,0.917
C0488,16,415123.36,25945.21,Hema Hans,Bijapur,Premium,4,2,10,0.625
C0489,24,665487.21,27728.633749999997,Samar Bajaj,Miryalaguda,Regular,2,1,21,0.875
C0490,24,637721.86,26571.744166666667,Dakshesh Dara,Pudukkottai,Premium,1,0,23,0.958
C0491,19,452410.11,23811.058421052632,Frado Babu,Junagadh,Premium,3,1,15,0.789
C0492,30,724763.88,24158.796,Christopher Sodhi,Salem,Premium,4,3,23,0.767
C0493,20,414111.5,20705.575,Harshil Wadhwa,Mira-Bhayandar,Regular,2,1,17,0.85
C0494,19,473005.3,24895.015789473684,Nicholas Sandal,Farrukhabad,Regular,3,0,16,0.842
C0495,21,575858.13,27421.815714285716,Rajata Kala,Mumbai,Regular,0,2,19,0.905
C0496,22,603093.01,27413.318636363638,Kashvi Sundaram,Buxar,Regular,4,0,18,0.818
C0497,15,443034.5,29535.633333333335,Aishani Deep,Nanded,Regular,1,0,14,0.933
C0498,23,404150.95,17571.78043478261,Zansi Oak,Kurnool,Premium,2,0,21,0.913
C0499,13,423781.43,32598.57153846154,Abhiram Chokshi,Aizawl,Regular,1,0,12,0.923
C0500,25,712302.6,28492.104,Aadi Kala,Khandwa,Premium,2,2,21,0.84
